id,name,population,area,lat,lon
7852,Tiszaszolos,1586,4779,47.5563,20.7197
7861,Dunapataj,3024,9047,46.6443,18.999
7870,Szigetcsep,2354,1820,47.2671,18.9673
7889,Szolosardo,96,1066,48.4438,20.6267
7898,Halimba,1172,1262,47.0333,17.5356
7904,Nyircsaholy,2165,3434,47.9026,22.3352
7913,Nemesded,727,2661,46.4297,17.2439
7922,Szentgal,2633,9502,47.1126,17.7351
7931,Kisapati,325,689,46.8426,17.4672
7940,Viszak,246,1013,46.8824,16.4973
7959,Szilaspogony,286,1440,48.1183,20.0224
7968,Muraratka,218,1204,46.4567,16.6733
7977,Ispank,99,692,46.8633,16.442
7986,Bucsuta,210,1618,46.5645,16.8341
7995,Lovopetri,485,926,48.181,22.1983
8004,Het,412,371,48.2826,20.3872
8013,Felsojanosfa,181,306,46.8429,16.5533
8022,Bukkszentkereszt,1127,2697,48.0681,20.6301
8040,Csoma,398,843,46.3727,18.0509
8059,Nemesszentandras,249,546,46.7752,16.944
8068,Gellenhaza,1524,523,46.7602,16.7837
8077,Szendro,4175,5356,48.403,20.7325
8086,Inancs,1181,1094,48.2839,21.0676
8095,Imrehegy,672,7031,46.4865,19.3024
8101,Sarhida,764,509,46.7577,16.8425
8110,Koros,201,1512,45.8668,18.0819
8129,Sajooros,1415,844,47.9512,21.0222
8138,Varad,120,793,45.9744,17.7458
8147,Szaszfa,103,1213,48.4721,20.9423
8156,Dregelypalank,1452,2218,48.0521,19.0441
8165,Tard,1106,4047,47.873,20.6041
8174,Felsoberecki,264,353,48.3598,21.6949
8183,Vese,725,4292,46.4119,17.2912
8192,Bordany,3292,3648,46.3217,19.9217
8217,Alsotelekes,131,644,48.4105,20.6547
8226,Hegyhatszentpeter,148,684,46.9801,16.8129
8244,Nagyszenas,4634,9556,46.6715,20.6727
8253,Klarafalva,457,910,46.2209,20.325
8262,Nagygyimot,557,2344,47.3392,17.5498
8271,Cak,255,648,47.3539,16.5136
8280,Telki,4165,1047,47.5512,18.8207
8299,Bakonya,336,1507,46.0853,18.0805
8305,Bocsa,1892,9704,46.6139,19.482
8314,Hodmezovasarhely,43311,48798,46.4171,20.3196
8323,Gyongyospata,2385,6075,47.8147,19.7903
8332,Taborfalva,3259,4205,47.1043,19.4829
8341,Okorvolgy,68,311,46.1521,18.0589
8350,Harkakotony,833,5270,46.4634,19.6075
8369,Vockond,100,279,46.8889,16.9533
8378,Jaszszentlaszlo,2451,6034,46.5679,19.7603
8387,Nogradsap,889,1547,47.8393,19.3554
8396,Boldva,2304,2834,48.2172,20.7884
8402,Regec,68,2721,48.3931,21.3452
8411,Kastelyosdombo,252,1308,45.9539,17.6175
8420,Napkor,3615,3735,47.9423,21.8684
8439,Banokszentgyorgy,606,3254,46.5458,16.7834
8448,Erteny,763,2995,46.6106,18.134
8457,Pilisszentlaszlo,1194,1775,47.7231,18.9892
8466,Beloiannisz,1063,454,47.1821,18.8255
8475,Szajk,787,1136,45.9918,18.5329
8484,Szentistvanbaksa,268,656,48.2233,21.0296
8493,Csenyete,382,997,48.4345,21.0402
8509,Kishodos,85,892,47.9711,22.8357
8518,Sopron,62671,16904,47.6803,16.5983
8527,Sirok,1690,6339,47.9309,20.1958
8536,Szany,2055,3414,47.4618,17.3048
8545,Orbottyan,7586,2738,47.6828,19.2638
8554,Tiszakanyar,1501,1551,48.248,21.9619
8563,Csapod,620,2918,47.5188,16.9273
8572,Ketujfalu,697,1630,45.9658,17.7116
8581,Baracska,2715,3968,47.2858,18.7576
8590,Tab,4238,2586,46.7356,18.0384
8606,Sikator,316,1373,47.4376,17.8504
8615,Szentliszlo,257,689,46.5795,16.8225
8624,Barsonyos,762,1687,47.509,17.9215
8633,Tiszapalkonya,1408,1349,47.8865,21.0546
8642,Kallo,1551,3697,47.749,19.492
8651,Kisszentmarton,244,1486,45.8239,18.0237
8660,Demjen,641,2508,47.8295,20.3336
8679,Oregcserto,727,4306,46.5148,19.1069
8688,Sutto,2053,3447,47.7574,18.4435
8697,Bacsszentgyorgy,144,1474,45.9748,19.0398
8703,Bussu,412,1719,46.4548,17.9631
8712,Jobbagyi,1987,1784,47.8304,19.6768
8721,Gyorasszonyfa,485,648,47.4956,17.8078
8730,Bakonycsernye,3014,3813,47.3195,18.085
8749,Karakoszorcsok,269,711,47.1321,17.2865
8758,Tat,5273,1206,47.7398,18.6544
8767,Alsoszenterzsebet,35,963,46.7453,16.4773
8776,Ajak,3537,2476,48.1779,22.0522
8785,Ujsolt,167,3298,46.8732,19.1208
8794,Tiszakorod,745,1669,48.1063,22.7116
8800,Siklosnagyfalu,417,909,45.8201,18.3635
8819,Felsoszentmarton,820,1946,45.8523,17.7055
8828,Teskand,1085,485,46.8546,16.7794
8837,Haromfa,715,4214,46.1046,17.3295
8846,Basko,149,2964,48.3338,21.3357
8855,Karancskeszi,1757,3168,48.1635,19.6989
8864,Bataszek,6072,6357,46.1933,18.7241
8873,Apatistvanfalva,380,1286,46.896,16.2533
8882,Peresznye,618,1073,47.4246,16.6478
8891,Biatorbagy,13889,4412,47.4739,18.8233
8907,Nagykereki,1330,3727,47.1886,21.788
8916,Magyarfold,34,889,46.7764,16.4164
8925,Adony,3880,6105,47.1209,18.8631
8934,Vamosoroszi,523,1316,47.9921,22.6818
8943,Korosszegapati,966,4585,47.0413,21.6347
8952,Tiborszallas,955,2552,47.8149,22.4079
8961,Ocseny,2271,7260,46.3119,18.7589
8970,Sajosenye,424,847,48.1957,20.8199
8989,Vamospercs,5261,5820,47.5267,21.8987
8998,Turricse,645,1299,47.9762,22.7616
9007,Szalatnak,284,1028,46.2892,18.2801
9016,Monaj,255,1153,48.3064,20.9367
9025,Or,1479,1778,47.9763,22.1826
9034,Berkenye,676,1346,47.8879,19.0726
9043,Szente,302,753,47.9678,19.2866
9052,Tarnaszentmaria,219,1100,47.8789,20.2022
9061,Rapolt,135,321,47.9188,22.5555
9070,Csenye,697,1912,47.2372,16.8702
9089,Gelsesziget,247,498,46.5661,16.9883
9098,Kaposfo,1502,2726,46.3618,17.6698
9104,Vacszentlaszlo,2077,2987,47.5735,19.5366
9113,Tiszaeszlar,2422,5453,48.0355,21.4578
9122,Farmos,3400,4012,47.3616,19.849
9131,Bag,3732,2355,47.6337,19.4792
9140,Lorev,291,988,47.1157,18.8966
9159,Dravakeresztur,121,1297,45.8394,17.7588
9168,Belezna,711,3093,46.3279,16.9395
9177,Gige,403,1319,46.3007,17.6086
9186,Dunaszekcso,1796,3675,46.0849,18.7597
9195,Vasarosmiske,381,1342,47.2074,17.0623
9201,Detk,1116,2808,47.7475,20.0993
9210,Foldeak,2917,3637,46.3193,20.4932
9229,Tokorcs,370,640,47.2698,17.0998
9238,Nyirgyulaj,2020,3575,47.8828,22.0897
9247,Dabas,17202,16599,47.1729,19.3229
9256,Nyirtet,957,1718,48.0092,21.9201
9265,Kisvarda,15863,3590,48.2258,22.0784
9274,Varaszlo,138,1276,46.4348,17.2172
9283,Nagygeresd,273,940,47.3949,16.9322
9292,Gecse,422,934,47.444,17.5257
9308,Szemely,416,947,46.0088,18.327
9317,Revleanyvar,406,1650,48.3251,22.04
9326,Jagonak,233,1540,46.3154,18.0915
9344,Kiskoros,13746,10223,46.6207,19.2837
9353,Aranyosapati,2091,2111,48.2123,22.2567
9362,Aggtelek,506,4382,48.4675,20.5054
9371,Palfa,1483,3474,46.7159,18.6157
9380,Zalaujlak,90,965,46.5606,17.0777
9399,Hernadcece,204,991,48.3589,21.1975
9405,Tapiosag,2637,3354,47.3992,19.6303
9414,Vardomb,1073,955,46.2477,18.6874
9423,Tiszaadony,664,1563,48.2252,22.2905
9432,Ecsegfalva,1164,7899,47.1493,20.9228
9441,Gomba,3076,3971,47.3704,19.5312
9450,Marfa,178,409,45.8589,18.1856
9469,Janoshalma,8280,13221,46.2972,19.3236
9478,Nagyhegyes,2724,13277,47.5385,21.3466
9487,Fertoendred,655,1509,47.6052,16.9082
9496,Szirmabesenyo,4104,1575,48.1541,20.796
9502,Vid,115,317,47.2131,17.3372
9511,Gadoros,3266,3813,46.6707,20.5996
9520,Gyulakeszi,696,967,46.8679,17.4808
9539,Dunaszentgyorgy,2515,3763,46.53,18.8119
9548,Kisvaszar,333,2035,46.2755,18.2121
9557,Tomajmonostora,679,1376,47.434,20.7039
9575,Kerkaszentkiraly,206,810,46.5007,16.5795
9584,Dunaharaszti,22558,2917,47.36,19.0953
9593,Tura,7735,5592,47.6093,19.5949
9609,Recsk,2539,4537,47.9357,20.1104
9618,Pari,610,1305,46.5795,18.2573
9627,Tiszatenyo,1488,2355,47.136,20.3798
9636,Gorcsonydoboka,337,951,46.0708,18.6274
9645,Vors,434,2265,46.6654,17.2704
9654,Ilk,1264,1456,48.1197,22.2316
9663,Babarcszolos,78,425,45.8995,18.1364
9672,Nemesrempehollos,276,1205,47.0922,16.6805
9681,Cegenydanyad,668,1219,47.9358,22.5476
9690,Halasztelek,11096,864,47.3631,18.9811
9706,Gomorszolos,82,877,48.3738,20.4273
9715,Csaszlo,346,1018,47.9142,22.7225
9724,Gyorvar,610,1659,46.9865,16.8398
9733,Vigantpetend,183,1119,46.9645,17.6269
9742,Felsodobsza,895,1523,48.2553,21.0749
9751,Kisszekeres,506,1467,47.9734,22.6366
9760,Bekes,18322,12723,46.7717,21.1326
9779,Csor,1802,4149,47.205,18.2569
9788,Sarfimizdo,79,746,46.9412,16.715
9797,Nezsa,1167,1867,47.8449,19.2976
9803,Szentkatalin,90,1331,46.1746,18.0501
9812,Kisgorbo,161,659,46.9373,17.1567
9821,Pilis,11753,4735,47.2861,19.5467
9830,Szemere,442,2630,48.4647,21.1022
9849,Hernad,4018,2706,47.1651,19.4071
9858,Komlosd,171,746,46.0172,17.3863
9867,Poloske,758,4523,46.7561,16.9252
9876,Chernelhazadamonya,194,785,47.3614,16.8392
9885,Fertod,3326,4855,47.6216,16.8646
9894,Borsosbereny,931,2026,47.9764,19.1175
9900,Racalmas,4653,4064,47.0259,18.9393
9919,Tuzser,3408,1552,48.3434,22.1187
9928,Hetes,1190,2663,46.4219,17.6951
9937,Kenyeri,798,3396,47.3861,17.0926
9946,Hencse,297,711,46.2003,17.6234
9955,Kovegy,349,971,46.2233,20.6845
9964,Tofalu,553,1448,47.7764,20.2382
9973,Delegyhaza,4667,2542,47.2478,19.0669
9982,Szucsi,1518,1738,47.8042,19.7632
9991,Nagykovacsi,8138,2767,47.5762,18.8821
10001,Nagydem,329,1332,47.4387,17.6743
10010,Lulla,194,1039,46.7893,18.0238
10029,Hovej,295,852,47.5495,17.0204
10038,Liptod,183,1499,46.0462,18.5157
10047,Csafordjanosfa,242,528,47.4164,16.9517
10056,Borsfa,687,1183,46.5012,16.7835
10065,Szentimrefalva,188,1087,47.073,17.282
10074,Istenmezeje,1421,3279,48.083,20.0518
10083,Szakcs,774,5579,46.5385,18.1109
10092,Orvenyes,134,446,46.9148,17.8165
10108,Aporka,1167,1747,47.2326,19.0121
10117,Ujkenez,952,969,48.2499,22.2243
10126,Gyortelek,1613,1478,47.9284,22.4407
10135,Palotabozsok,852,2019,46.1288,18.641
10144,Varboc,48,1010,48.4645,20.6449
10153,Torvaj,220,1142,46.7675,18.043
10162,Puspokladany,13987,18694,47.3196,21.1123
10171,Sajogalgoc,307,1012,48.296,20.5311
10180,Bacsbokod,2429,6393,46.124,19.1558
10199,Szarvasgede,393,999,47.8208,19.6434
10205,Tiszarad,564,923,48.1213,21.7966
10223,Szalafo,191,2737,46.8655,16.3636
10232,Egyhazashetye,305,1320,47.1695,17.1197
10241,Hevesaranyos,577,1702,48.0084,20.2353
10250,Farkasgyepu,330,1005,47.2038,17.6307
10269,Hahot,973,3901,46.6489,16.9228
10278,Se,1369,603,47.2438,16.5511
10287,Kondoros,4741,8184,46.76,20.7951
10296,Gardony,11679,6350,47.2028,18.6262
10302,Vasboldogasszony,557,1175,46.9454,16.8686
10311,Pusztacso,164,726,47.3328,16.6224
10320,Vizslas,1303,1012,48.0497,19.8204
10339,Asotthalom,3795,12254,46.2001,19.7841
10348,Zalakomar,2820,5488,46.5464,17.1757
10357,Abod,174,3116,48.3927,20.791
10366,Fuzerradvany,260,981,48.4847,21.525
10375,Tornakapolna,16,402,48.4625,20.6163
10384,Bejcgyertyanos,433,3143,47.1487,16.923
10393,Hajduhadhaz,12681,8782,47.6845,21.6692
10409,Nemetbanya,109,1219,47.2147,17.6466
10418,Nagyut,639,1894,47.72,20.1729
10427,Magyaratad,754,1882,46.4674,17.9006
10436,Szamossalyi,722,1157,47.9064,22.6103
10445,Egyhazaskeszo,532,2012,47.4167,17.3292
10454,Dunasziget,1653,3589,47.9414,17.3551
10463,Kolesd,1500,3813,46.5084,18.5871
10472,Csaszartoltes,2172,8206,46.423,19.1785
10481,Bicske,11497,7708,47.4907,18.6358
10490,Dorog,11530,1154,47.7224,18.7314
10506,Bodrog,347,1478,46.4868,17.6532
10515,Maroslele,1973,4656,46.2707,20.3419
10524,Detek,238,968,48.3333,21.019
10533,Davod,1876,6921,45.9971,18.9205
10542,Kemes,438,689,45.8252,18.1008
10551,Monor,18113,4679,47.3527,19.4468
10560,Bezi,501,1121,47.6744,17.3919
10579,Sajtoskal,354,941,47.4033,16.8539
10588,Beled,2553,2647,47.4661,17.0899
10597,Rum,1190,1685,47.1302,16.8445
10603,Csurgonagymarton,162,1482,46.2943,17.0831
10612,Komjati,173,1108,48.5457,20.7608
10621,Bukkszenterzsebet,1004,2486,48.0507,20.1555
10630,Oriszentpeter,1141,3356,46.8416,16.4182
10649,Csertalakos,18,199,46.6415,16.6986
10658,Fertohomok,805,1261,47.6198,16.7671
10667,Varosfold,2124,6165,46.8163,19.7602
10676,Halogy,258,705,46.9706,16.5614
10685,Vallus,110,2180,46.8432,17.3024
10694,Bogdasa,230,2099,45.8739,17.7895
10719,Bacsalmas,6379,10832,46.1274,19.3319
10728,Edeleny,9358,5682,48.2936,20.734
10737,Vamosmikola,1625,2529,47.9775,18.7841
10746,Kistotfalu,276,1050,45.9085,18.3114
10755,Majoshaza,1633,1142,47.2645,18.9958
10764,Korosnagyharsany,466,1991,47.0075,21.6441
10773,Tiszabo,2109,3504,47.309,20.4853
10782,Boncodfolde,340,590,46.8686,16.7384
10791,Fulesd,458,1505,48.0247,22.6756
10807,Nyirparasznya,945,1476,48.0254,22.2759
10816,Kiskunlachaza,8958,9350,47.1903,19.0057
10825,Pecsvarad,3982,3603,46.1608,18.4207
10834,Olcsvaapati,287,1100,48.0884,22.3514
10843,Nick,505,1140,47.402,17.0197
10852,Erpatak,1666,3165,47.8087,21.7583
10861,Ecseny,193,1292,46.5511,17.8524
10870,Doba,411,2122,47.166,17.3798
10889,Lispeszentadorjan,251,914,46.5421,16.6957
10904,Garadna,337,975,48.4184,21.175
10913,Karako,203,1035,47.1159,17.2007
10922,Maglod,12463,2238,47.445,19.3593
10931,Hagyarosborond,319,1125,46.9104,16.7046
10940,Nagykozar,1995,1146,46.0656,18.3197
10959,Nikla,689,2335,46.5764,17.5162
10968,Mogyoroska,72,1917,48.3765,21.3274
10977,Tiszavalk,294,1154,47.6896,20.7505
10986,Szulok,626,2791,46.0505,17.5508
10995,Kerekteleki,690,2945,47.5147,17.9387
11004,Jaszkarajeno,2578,6515,47.0538,20.0683
11013,Szihalom,1960,3417,47.7748,20.4816
11022,Zsujta,153,673,48.5005,21.2794
11031,Tolnanemedi,1026,2195,46.7142,18.4739
11040,Lakocsa,505,2532,45.8957,17.6917
11059,Baglad,26,486,46.6806,16.4845
11068,Rojtokmuzsaj,458,1586,47.5564,16.8357
11086,Cun,210,1843,45.8124,18.0673
11095,Nyirlovo,679,791,48.2008,22.1826
11101,Szolosgyorok,1189,1863,46.708,17.6756
11110,Szuhakallo,870,696,48.2841,20.6515
11129,Olcsva,691,996,48.0881,22.3244
11138,Vekerd,110,741,47.0953,21.4048
11147,Kisrakos,170,1106,46.8577,16.5011
11156,Gor,313,1099,47.3599,16.8042
11165,Szentpeterur,935,1596,46.7584,17.0384
11174,Kethely,2261,4906,46.6469,17.3933
11183,Kisder,95,437,45.9398,18.128
11192,Igal,1372,3606,46.5345,17.9387
11208,Hosszuvolgy,157,360,46.5124,16.9304
11217,Szur,224,784,46.0992,18.5807
11226,Hangacs,557,2253,48.2903,20.8323
11235,Kotelek,1596,4514,47.3364,20.4356
11244,Pocspetri,1630,2637,47.8813,21.9935
11253,Fertoboz,325,1367,47.6354,16.7005
11262,Kony,2686,2887,47.6316,17.3602
11271,Nyirlugos,2566,5838,47.692,22.0418
11280,Katymar,1629,7109,46.0345,19.2099
11299,Bokony,2959,3547,47.7323,21.7525
11305,Besenyszog,3217,13808,47.296,20.2571
11323,Mezokeresztes,3565,7426,47.8299,20.6922
11332,Sajonemeti,445,737,48.2705,20.3812
11341,Cegled,35545,24487,47.1716,19.7978
11350,Damak,239,753,48.3168,20.82
11369,Szakony,399,1350,47.4258,16.7158
11378,Fuzerkomlos,231,587,48.5133,21.4529
11387,Ikervar,1764,3534,47.2082,16.8954
11396,Pilisszentivan,4200,812,47.6095,18.8969
11402,Mecsekpoloske,372,731,46.2229,18.2111
11411,Halmajugra,1284,2168,47.762,20.0558
11420,Pula,186,1464,46.9974,17.648
11439,Varpalota,19436,7726,47.1987,18.1382
11448,Kisrozvagy,168,834,48.3468,21.9388
11457,Tenyo,1720,2638,47.5407,17.6456
11466,Zala,240,924,46.7393,18.0015
11475,Lendvajakabfa,27,620,46.676,16.4428
11484,Somogycsicso,137,1238,46.31,17.1326
11493,Szinpetri,204,971,48.4836,20.6245
11509,Szenta,344,6447,46.2517,17.1737
11518,Radfalva,169,1288,45.8606,18.1243
11527,Balaton,1002,1320,48.0945,20.3061
11536,Magyardombegyhaz,179,765,46.3798,21.0722
11545,Szentjakabfa,105,576,46.934,17.6761
11554,Szecsisziget,190,620,46.5728,16.5932
11563,Alsonyek,706,3201,46.2035,18.7344
11572,Petomihalyfa,209,995,46.9808,16.7864
11581,Vilmany,1455,1251,48.4161,21.2315
11590,Piliny,591,1604,48.137,19.5993
11606,Dunaszentbenedek,767,2324,46.5939,18.8944
11615,Korosladany,4281,12379,46.9618,21.0774
11624,Bodmer,240,717,47.4506,18.537
11633,Vasszentmihaly,343,641,46.9692,16.4074
11642,Felsopahok,680,727,46.7845,17.1559
11651,Bogot,391,499,47.252,16.8295
11660,Legyesbenye,1379,2031,48.1602,21.1496
11679,Janoshaza,2430,2341,47.1199,17.1643
11688,Diosbereny,305,1775,46.5338,18.445
11697,Hidasnemeti,1066,1607,48.5003,21.2288
11703,Vorosto,78,619,46.9717,17.7234
11712,Bata,1500,6616,46.1286,18.7749
11730,Orfu,989,3215,46.1381,18.1552
11749,Mezonyarad,1558,1406,47.8571,20.6783
11758,Meszes,164,1140,48.4387,20.796
11767,Veszprem,59738,12690,47.0934,17.908
11776,Sarszentmihaly,2961,3740,47.1544,18.3263
11785,Zalakaros,1988,1717,46.5608,17.1222
11794,Szank,2238,7483,46.5545,19.669
11800,Vindornyaszolos,316,1055,46.8985,17.1542
11819,Kurityan,1522,754,48.3102,20.6258
11828,Porrog,199,1402,46.2868,17.0347
11837,Pocsaj,2559,4955,47.2821,21.8048
11846,Ketbodony,432,1305,47.9354,19.2849
11855,Papakovacsi,556,1392,47.2656,17.486
11864,Ersekcsanad,2753,5829,46.252,18.9823
11873,Mezohegyes,4945,15544,46.314,20.8194
11882,Abda,3200,1902,47.6977,17.541
11891,Hereg,1030,2714,47.6464,18.5117
11907,Tiszamogyoros,704,1025,48.3204,22.2313
11916,Balatonoszod,489,1508,46.8069,17.8002
11925,Ujtikos,806,3529,47.9166,21.1711
11934,Urom,7689,666,47.5987,19.0134
11943,Gyongyosfalu,1115,965,47.3156,16.5869
11952,Dinnyeberki,68,856,46.0972,17.9564
11961,Batya,1985,3386,46.4874,18.9545
11970,Bikacs,411,3467,46.6764,18.6675
11989,Murony,1095,3570,46.7618,21.039
11998,Csibrak,274,1462,46.4659,18.3427
12007,Szatymaz,4728,5372,46.3417,20.0416
12016,Becske,521,1566,47.9101,19.3763
12025,Csolyospalos,1536,6510,46.4186,19.8388
12034,Kelemer,470,1881,48.355,20.428
12043,Olbo,700,2353,47.3011,16.86
12052,Budakeszi,14624,3710,47.5099,18.9294
12061,Hermanszeg,247,520,47.9046,22.6245
12070,Petervasara,2057,3387,48.0192,20.0984
12089,Gelse,1060,2246,46.6022,16.9895
12098,Nyirtura,1788,2147,48.0144,21.8334
12104,Vasszilvagy,388,1180,47.3026,16.7497
12113,Kajarpec,1269,3189,47.4952,17.6273
12122,Letenye,3937,4174,46.4332,16.7231
12131,Nogradmegyer,1618,2277,48.0692,19.6255
12140,Csepreg,3277,4954,47.4016,16.7078
12159,Hejoszalonta,826,1096,47.9397,20.8776
12168,Patca,61,496,46.2846,17.7238
12177,Kardoskut,781,7658,46.4966,20.7015
12186,Patroha,2876,3923,48.1722,21.9899
12195,Romhany,2136,2547,47.9215,19.259
12201,Zok,294,893,46.0117,18.0974
12210,Tallya,1699,3796,48.2354,21.2299
12229,Terpes,195,220,47.9726,20.1509
12238,Balatonederics,986,1859,46.8091,17.3813
12247,Kemenesmagasi,816,3319,47.3318,17.2111
12256,Fuzesgyarmat,5527,12734,47.1046,21.2106
12265,Szekkutas,1941,12399,46.507,20.5384
12274,Nyirmada,4798,3880,48.0679,22.1877
12283,Mariakalnok,1929,1548,47.8619,17.3243
12292,Zsennye,91,502,47.1129,16.8162
12308,Hedervar,1219,1428,47.8317,17.458
12317,Andrasfa,224,823,46.9637,16.7936
12326,Gyorkony,938,3160,46.6345,18.6946
12335,Tompaladony,291,944,47.3806,16.8838
12344,Csengod,1942,4889,46.7161,19.2676
12353,Kistamasi,93,438,46.0109,17.7216
12362,Palhaza,1034,675,48.4716,21.5111
12371,Pamleny,42,1240,48.4948,20.9285
12380,Dravapiski,57,491,45.84,18.1006
12399,Kistokaj,2134,976,48.0395,20.8378
12405,Vamosszabadi,3265,2237,47.7529,17.6487
12414,Fertorakos,2323,2189,47.7162,16.6528
12423,Rakocziujfalu,1887,1961,47.06,20.2624
12432,Fedemes,290,862,48.0316,20.1857
12441,Abadszalok,4042,13223,47.476,20.5998
12450,Csokmo,1868,6897,47.0334,21.2949
12469,Ratka,945,1178,48.2135,21.2264
12478,Kemenesszentpeter,587,2135,47.4273,17.2293
12487,Ujcsanalos,827,1220,48.1379,21.0038
12496,Zalaistvand,331,1080,46.9179,16.9759
12502,Kisnana,990,2260,47.8531,20.1461
12511,Dejtar,1376,2142,48.0378,19.1712
12520,Sagujfalu,972,1203,48.1033,19.6798
12539,Gyurus,91,419,46.8844,16.9922
12548,Abaliget,647,1609,46.141,18.1167
12557,Fancsal,304,977,48.3556,21.064
12566,Dunafalva,903,5790,46.0838,18.7726
12575,Lenti,7348,7379,46.6246,16.5367
12593,Tiszadob,2735,8258,48.0095,21.1668
12609,Turje,1542,3823,46.9842,17.1046
12618,Kerteszsziget,352,3911,47.1547,21.0627
12627,Sokoropatka,1148,1686,47.4845,17.7006
12636,Kisapostag,1407,958,46.8932,18.9329
12645,Obanya,101,749,46.2205,18.4115
12654,Zalahalap,1144,2413,46.915,17.4593
12663,Kaposkeresztur,318,1980,46.3321,17.9652
12672,Kisvarsany,1001,1283,48.145,22.298
12681,Telekgerendas,1324,7237,46.6565,20.9496
12690,Szod,3740,1353,47.7192,19.182
12706,Haromhuta,100,3780,48.3749,21.4109
12715,Pazmandfalu,1053,1939,47.5696,17.784
12724,Csehimindszent,371,1543,47.0465,16.9557
12733,Horvatlovo,225,616,47.1802,16.4615
12742,Ganna,202,1547,47.2313,17.5278
12751,Gerde,492,1276,45.9908,18.0261
12760,Nagybakonak,362,1794,46.5516,17.0445
12779,Nagylak,392,469,46.1709,20.71
12788,Berettyoujfalu,14614,17101,47.2247,21.5355
12797,Opusztaszer,2152,5950,46.4972,20.0642
12803,Hajdudorog,8441,10064,47.8157,21.5007
12812,Mezoors,953,4848,47.5687,17.8795
12821,Egerbakta,1419,3237,47.9355,20.2905
12830,Bezered,126,1214,46.8692,17.013
12849,Kisjakabfalva,90,662,45.8953,18.4356
12858,Nagyhajmas,278,1801,46.3743,18.2892
12867,Pereked,144,674,46.093,18.3732
12876,Somogymeggyes,459,1565,46.7191,17.9152
12885,Nyekladhaza,4861,2467,47.9922,20.8306
12894,Ullo,12185,4810,47.3851,19.3453
12900,Korostarcsa,2316,6280,46.8768,21.0233
12919,Vonyarcvashegy,2280,1429,46.7642,17.3096
12928,Csaholc,724,1935,47.9847,22.7289
12937,Hercegszanto,1957,6855,45.9506,18.9358
12946,Garabonc,626,1856,46.5848,17.1223
12955,Nyul,4485,2514,47.5899,17.689
12964,Puski,653,839,47.8872,17.4057
12973,Szentgalosker,495,2725,46.5013,17.8817
12982,Vilyvitany,230,1312,48.4946,21.5626
12991,Galambok,1207,2591,46.5223,17.1258
13000,Gemzse,796,1359,48.1395,22.1943
13019,Hodasz,3424,2649,47.9168,22.2046
13028,Kondorfa,483,2161,46.8966,16.3929
13037,Zsurk,720,1519,48.4106,22.2184
13046,Szamosszeg,1723,3530,48.0427,22.365
13055,Kissziget,160,706,46.6226,16.6657
13064,Magyarszerdahely,496,1622,46.5554,16.9373
13082,Kozmadombja,33,763,46.7668,16.5507
13091,Zalaszentmarton,55,498,46.7037,17.0631
13116,Boldogasszonyfa,360,1722,46.18,17.8406
13125,Takacsi,857,1913,47.4004,17.4698
13134,Golop,535,943,48.2371,21.189
13143,Jeke,727,632,48.2388,22.1515
13152,Cece,2571,5885,46.7706,18.6284
13161,Roszke,3285,3663,46.1872,20.0355
13170,Csepa,1579,2967,46.8062,20.1305
13198,Gyorladamer,1761,861,47.7535,17.5634
13204,Hont,462,2413,48.0501,18.9913
13213,Tunyogmatolcs,2377,2628,47.9707,22.4582
13222,Mihalygerge,541,1106,48.1952,19.6341
13231,Szentdomonkos,458,1840,48.0698,20.2016
13240,Tarnalelesz,1615,3713,48.0568,20.1806
13259,Szabadegyhaza,1977,4164,47.0768,18.6925
13268,Sostofalva,203,728,48.1563,20.9886
13277,Szigethalom,17791,912,47.3245,19.0002
13286,Felsoegerszeg,116,484,46.2538,18.1338
13295,Galgagyork,997,1472,47.7407,19.3753
13301,Zalaszentlorinc,248,489,46.9168,16.8884
13310,Bicserd,1000,1975,46.0226,18.0815
13329,Almamellek,381,4433,46.1575,17.8741
13338,Gyongyosoroszi,1543,2139,47.829,19.8925
13347,Gerenyes,235,1234,46.3054,18.1849
13356,Egerszog,54,1077,48.4436,20.5859
13365,Botykapeterd,332,1743,46.049,17.8663
13374,Kazsmark,956,1248,48.2755,20.974
13383,Domaszek,5043,5215,46.2461,19.9993
13408,Balloszog,3652,3500,46.8606,19.5696
13426,Kemenesmihalyfa,509,1781,47.2854,17.1136
13435,Nagykata,12366,8161,47.4138,19.7504
13444,Mecseknadasd,1496,3608,46.2244,18.4645
13453,Orimagyarosd,222,1229,46.8868,16.5353
13462,Ivancsa,2806,2517,47.1473,18.8311
13471,Bucsa,2144,5582,47.2042,20.9967
13480,Erdokertes,8220,575,47.6702,19.3084
13499,Erzsebet,253,975,46.1007,18.4586
13505,Csikvand,495,1453,47.4655,17.451
13514,Jaszszentandras,2501,4433,47.584,20.1735
13523,Szucs,379,849,48.0478,20.2495
13532,Kormend,11179,5279,47.0127,16.601
13541,Tiszaszalka,882,1495,48.1863,22.3149
13550,Nyirtelek,6502,6792,48.0103,21.6314
13569,Gosztola,49,698,46.5867,16.528
13578,Budapest,1706851,52514,47.4983,19.0408
13587,Felsocsatar,480,1790,47.2139,16.4447
13596,Bukkabrany,1667,1802,47.8878,20.6834
13602,Turistvandi,775,1522,48.0514,22.6458
13611,Dravagardony,166,627,45.944,17.6047
